"Time","AA","Aa","aa"
0,250,0,0
2,250.000074905797,0,0
3,250.000143070072,0,0
4,250.000205099562,0,0
5,250.000261546398,0,0
6,250.000312913019,0,0
7,250.000359656643,0,0
8,250.000402193342,0,0
9,250.000440901738,0,0
10,250.000476126378,0,0
11,250.000508180801,0,0
12,250.000584105752,0,0
13,250.000718330116,0,0
14,250.000912608021,0,0
15,250.001163999093,0,0
16,250.001468040205,0,0
17,250.001276699806,0,0
18,250.00113638562,0,0
19,250.001022974169,0,0
20,250.000926040857,0,0
21,250.000840738115,0,0
22,250.000764162707,0,0
23,250.00069381155,0,0
24,250.00062757196,0,0
25,250.000562586817,0,10
26,250.00049547871,0,9.1
27,250.000430900518,0,8.281
28,250.000375746444,0,7.53571
29,250.000337250028,0,6.8574961
30,250.000322400697,0,6.240321451
31,250.00033779114,0,5.67869252041
32,250.000340706078,0,5.1676101935731
33,250.000337771248,0,4.70252527615152
34,250.000331725565,0,4.27929800129789
35,249.923788480612,0,3.89416118118108
36,249.754306050756,0,3.54368667487478
37,249.497309352368,0,3.22475487413605
38,249.165212216478,0,2.93452693546381
39,248.771745552853,0,2.67041951127206
40,248.253914308917,0.920108646370717,2.463847141514
41,247.719118157958,1.74392979673175,2.27282595394127
42,247.210313124115,2.47651147274934,2.09626833629125
43,246.744636243257,3.12249597543515,1.93312589330374
44,246.328460964209,3.68657881736031,1.78241172192394
45,245.964016983414,4.17363417763055,1.64320562846176
46,245.652200051694,4.58869920837169,1.51465277849052
47,245.392776534495,4.9368750907163,1.39595933286829
48,245.186297002942,5.22330472295421,1.28638962200031
49,245.033762959514,5.45308266250827,1.18526151055036
50,244.923123115155,5.63089100710102,1.09193833919129
51,244.839502955526,5.76122887990493,1.00582926989107
52,244.76847506903,5.84844762749784,0.926386911312065
53,244.696993941291,5.89673613494838,0.853104432397307
54,244.613575462286,5.91009905219045,0.785512719309175
55,244.538414599034,5.94018730064675,0.723690988990464
56,244.461314431797,5.9846083915594,0.667175189744285
57,244.379334561295,6.04097781895299,0.615530308993744
58,244.292287725067,6.10689254758395,0.568348543103296
59,244.201011919163,6.17996117654163,0.525248355352458
60,244.106818516714,6.25785150015499,0.485873861969867
61,244.011404061953,6.33833782648862,0.449894275967154
62,243.916759196707,6.41933584837655,0.41700323358331
63,243.825393748696,6.49893704450923,0.386918095857786
64,243.740474428356,6.57543125272473,0.359379094822829
65,243.664141552634,6.64727052848301,0.334147954953739
66,243.597181967486,6.7130669849693,0.311006770682207
67,243.539063528219,6.77159592985819,0.289756890876029
68,243.488048415075,6.82179706554983,0.270217765336736
69,243.441314182756,6.86277270335631,0.252225762345116
70,243.399662564551,6.89619589760084,0.235667404991079
71,243.362664786329,6.92355975224618,0.220437626212426
72,243.329548585778,6.9461855437731,0.206439004948917
73,243.299493825721,6.96522117250091,0.193580998674241
74,243.271717753106,6.98163993388815,0.181779241139851
75,243.245505840485,6.99624301269569,0.170954925259268
76,243.220245817152,7.00966631128082,0.161034271978434
77,243.195460600635,7.02239049962624,0.15194807428332
78,243.170880567753,7.03475465819913,0.143631318114025
79,243.146541290198,7.0469723551476,0.136022869803507
80,243.122688007654,7.0591431830628,0.129065176192179
81,243.099649105503,7.07126399048234,0.122704007217312
82,243.077713948019,7.08324039286759,0.116888242160751
83,243.057019839449,7.09489834433226,0.111569694218116
84,243.037447441839,7.10599547938379,0.106702967171489
85,243.019028158764,7.11635841113204,0.102247112049505
86,243.001808047029,7.1258741560973,0.0981652522331276
87,242.985811018533,7.1344828667602,0.0944242247585205
88,242.971031118354,7.14217034381373,0.0909942305396189
89,242.957430553763,7.14896010503361,0.0878484950983255
90,242.9449386587,7.15490525671728,0.084962943959384
91,242.933453378081,7.16008052965262,0.0823158968717815
92,242.92284598161,7.16457474804861,0.0798877835838499
93,242.912974419949,7.16848408129742,0.077660883940634
94,242.903708942978,7.17190632264281,0.0756190938427278
95,242.894949051667,7.1749356727009,0.0737477126423675
96,242.886629182672,7.1776580092174,0.072033251100512
97,242.878713692554,7.18014668443451,0.0704632593482913
98,242.871181802244,7.18245886694131,0.0690261740564571
99,242.864002955875,7.1846324175809,0.0677111838034369
100,242.857152798149,7.18669021248253,0.0665082035990008
101,242.850615301077,7.18864384476247,0.0654078503508783
102,242.844381636824,7.19049690625166,0.0644014193853381
103,242.838448515208,7.19224785322034,0.0634808609472647
104,242.832816243793,7.19389241799302,0.0626387555481814
105,242.827486371878,7.1954255423809,0.0618682873616852
